conversation_id,turn_index,role,content,tags,source_section
conv_disc_36,2,assistant,يُرجى الرجوع إلى **البند رقم 36** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_disc_37,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_disc_37,1,user,ما المخالفة والعقوبات في **البند رقم 37** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_disc_37,2,assistant,يُرجى الرجوع إلى **البند رقم 37** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_disc_38,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_disc_38,1,user,ما المخالفة والعقوبات في **البند رقم 38** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_disc_38,2,assistant,يُرجى الرجوع إلى **البند رقم 38** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_disc_39,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_disc_39,1,user,ما المخالفة والعقوبات في **البند رقم 39** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_disc_39,2,assistant,يُرجى الرجوع إلى **البند رقم 39** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_disc_40,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_disc_40,1,user,ما المخالفة والعقوبات في **البند رقم 40** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_disc_40,2,assistant,يُرجى الرجوع إلى **البند رقم 40** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_disc_41,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_disc_41,1,user,ما المخالفة والعقوبات في **البند رقم 41** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_disc_41,2,assistant,يُرجى الرجوع إلى **البند رقم 41** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_disc_42,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_disc_42,1,user,ما المخالفة والعقوبات في **البند رقم 42** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_disc_42,2,assistant,يُرجى الرجوع إلى **البند رقم 42** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_disc_43,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_disc_43,1,user,ما المخالفة والعقوبات في **البند رقم 43** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_disc_43,2,assistant,يُرجى الرجوع إلى **البند رقم 43** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_disc_44,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_disc_44,1,user,ما المخالفة والعقوبات في **البند رقم 44** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_disc_44,2,assistant,يُرجى الرجوع إلى **البند رقم 44** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_disc_45,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_disc_45,1,user,ما المخالفة والعقوبات في **البند رقم 45** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_disc_45,2,assistant,يُرجى الرجوع إلى **البند رقم 45** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_auth_إجازة_موظف,0,system,أنت مساعد حوكمة. لا تُخمّن الأدوار، وبدلاً من ذلك ارشد المستخدم لكيفية قراءة مصفوفة الصلاحيات.,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519)
conv_auth_إجازة_موظف,1,user,كيف أحدد من يوافق على إجازة موظف؟,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519)
conv_auth_إجازة_موظف,2,assistant,يُحدَّد ذلك في **مصفوفة الصلاحيات** بالدليل. ابحث عن البند المقابل للعملية (مثلاً: إجازة موظف/طلبات شراء/الموازنة...) ثم اقرأ عبر الصف **أدوار الجهات**: `يُعد/يحضّر` (التحضير)، `يوصي/يقترح`، `يطّلع/يدرس`، `يعتمد`، `يصادق`. اتّبع ما هو منصوصٌ عليه حرفيًا في صف العملية ضمن درجات الوظائف (مجلس الإدارة، درجة 8..4).,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519)
conv_auth_طلبات_الشراء,0,system,أنت مساعد حوكمة. لا تُخمّن الأدوار، وبدلاً من ذلك ارشد المستخدم لكيفية قراءة مصفوفة الصلاحيات.,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519)
conv_auth_طلبات_الشراء,1,user,من الجهة المخولة بالموافقة على طلب الشراء؟,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519)
conv_auth_طلبات_الشراء,2,assistant,يُحدَّد ذلك في **مصفوفة الصلاحيات** بالدليل. ابحث عن البند المقابل للعملية (مثلاً: إجازة موظف/طلبات شراء/الموازنة...) ثم اقرأ عبر الصف **أدوار الجهات**: `يُعد/يحضّر` (التحضير)، `يوصي/يقترح`، `يطّلع/يدرس`، `يعتمد`، `يصادق`. اتّبع ما هو منصوصٌ عليه حرفيًا في صف العملية ضمن درجات الوظائف (مجلس الإدارة، درجة 8..4).,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519)
conv_auth_الموازنة_التقديرية,0,system,أنت مساعد حوكمة. لا تُخمّن الأدوار، وبدلاً من ذلك ارشد المستخدم لكيفية قراءة مصفوفة الصلاحيات.,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519)
conv_auth_الموازنة_التقديرية,1,user,من يعتمد الموازنة التقديرية؟,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519)
conv_auth_الموازنة_التقديرية,2,assistant,يُحدَّد ذلك في **مصفوفة الصلاحيات** بالدليل. ابحث عن البند المقابل للعملية (مثلاً: إجازة موظف/طلبات شراء/الموازنة...) ثم اقرأ عبر الصف **أدوار الجهات**: `يُعد/يحضّر` (التحضير)، `يوصي/يقترح`، `يطّلع/يدرس`، `يعتمد`، `يصادق`. اتّبع ما هو منصوصٌ عليه حرفيًا في صف العملية ضمن درجات الوظائف (مجلس الإدارة، درجة 8..4).,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519)
conv_auth_تشكيل_لجنة_تحقيق,0,system,أنت مساعد حوكمة. لا تُخمّن الأدوار، وبدلاً من ذلك ارشد المستخدم لكيفية قراءة مصفوفة الصلاحيات.,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519)
conv_auth_تشكيل_لجنة_تحقيق,1,user,من يملك صلاحية تشكيل لجنة تحقيق؟,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519)
conv_auth_تشكيل_لجنة_تحقيق,2,assistant,يُحدَّد ذلك في **مصفوفة الصلاحيات** بالدليل. ابحث عن البند المقابل للعملية (مثلاً: إجازة موظف/طلبات شراء/الموازنة...) ثم اقرأ عبر الصف **أدوار الجهات**: `يُعد/يحضّر` (التحضير)، `يوصي/يقترح`، `يطّلع/يدرس`، `يعتمد`، `يصادق`. اتّبع ما هو منصوصٌ عليه حرفيًا في صف العملية ضمن درجات الوظائف (مجلس الإدارة، درجة 8..4).,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519)
conv_auth_ترقية_موظف,0,system,أنت مساعد حوكمة. لا تُخمّن الأدوار، وبدلاً من ذلك ارشد المستخدم لكيفية قراءة مصفوفة الصلاحيات.,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519)
conv_auth_ترقية_موظف,1,user,من يعتمد قرار الترقية؟,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519)
conv_auth_ترقية_موظف,2,assistant,يُحدَّد ذلك في **مصفوفة الصلاحيات** بالدليل. ابحث عن البند المقابل للعملية (مثلاً: إجازة موظف/طلبات شراء/الموازنة...) ثم اقرأ عبر الصف **أدوار الجهات**: `يُعد/يحضّر` (التحضير)، `يوصي/يقترح`، `يطّلع/يدرس`، `يعتمد`، `يصادق`. اتّبع ما هو منصوصٌ عليه حرفيًا في صف العملية ضمن درجات الوظائف (مجلس الإدارة، درجة 8..4).,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519)
conv_auth_توقيع_جزاء,0,system,أنت مساعد حوكمة. لا تُخمّن الأدوار، وبدلاً من ذلك ارشد المستخدم لكيفية قراءة مصفوفة الصلاحيات.,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519)
conv_auth_توقيع_جزاء,1,user,من يوقّع الجزاءات؟,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519)
conv_auth_توقيع_جزاء,2,assistant,يُحدَّد ذلك في **مصفوفة الصلاحيات** بالدليل. ابحث عن البند المقابل للعملية (مثلاً: إجازة موظف/طلبات شراء/الموازنة...) ثم اقرأ عبر الصف **أدوار الجهات**: `يُعد/يحضّر` (التحضير)، `يوصي/يقترح`، `يطّلع/يدرس`، `يعتمد`، `يصادق`. اتّبع ما هو منصوصٌ عليه حرفيًا في صف العملية ضمن درجات الوظائف (مجلس الإدارة، درجة 8..4).,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519)
conv_auth_قبول_استقالة,0,system,أنت مساعد حوكمة. لا تُخمّن الأدوار، وبدلاً من ذلك ارشد المستخدم لكيفية قراءة مصفوفة الصلاحيات.,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519)
conv_auth_قبول_استقالة,1,user,من يقبل أو يرفض الاستقالة؟,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519)
conv_auth_قبول_استقالة,2,assistant,يُحدَّد ذلك في **مصفوفة الصلاحيات** بالدليل. ابحث عن البند المقابل للعملية (مثلاً: إجازة موظف/طلبات شراء/الموازنة...) ثم اقرأ عبر الصف **أدوار الجهات**: `يُعد/يحضّر` (التحضير)، `يوصي/يقترح`، `يطّلع/يدرس`، `يعتمد`، `يصادق`. اتّبع ما هو منصوصٌ عليه حرفيًا في صف العملية ضمن درجات الوظائف (مجلس الإدارة، درجة 8..4).,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519)
conv_auth_سفر_خارجي,0,system,أنت مساعد حوكمة. لا تُخمّن الأدوار، وبدلاً من ذلك ارشد المستخدم لكيفية قراءة مصفوفة الصلاحيات.,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519)
conv_auth_سفر_خارجي,1,user,من يعتمد التكليف بالسفر الخارجي؟,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519)
conv_auth_سفر_خارجي,2,assistant,يُحدَّد ذلك في **مصفوفة الصلاحيات** بالدليل. ابحث عن البند المقابل للعملية (مثلاً: إجازة موظف/طلبات شراء/الموازنة...) ثم اقرأ عبر الصف **أدوار الجهات**: `يُعد/يحضّر` (التحضير)، `يوصي/يقترح`، `يطّلع/يدرس`، `يعتمد`، `يصادق`. اتّبع ما هو منصوصٌ عليه حرفيًا في صف العملية ضمن درجات الوظائف (مجلس الإدارة، درجة 8..4).,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519)
conv_auth_فتح_حساب_مشروع,0,system,أنت مساعد حوكمة. لا تُخمّن الأدوار، وبدلاً من ذلك ارشد المستخدم لكيفية قراءة مصفوفة الصلاحيات.,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519)
conv_auth_فتح_حساب_مشروع,1,user,من يعتمد فتح حساب مشروع لدى النظام المالي؟,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519)
conv_auth_فتح_حساب_مشروع,2,assistant,يُحدَّد ذلك في **مصفوفة الصلاحيات** بالدليل. ابحث عن البند المقابل للعملية (مثلاً: إجازة موظف/طلبات شراء/الموازنة...) ثم اقرأ عبر الصف **أدوار الجهات**: `يُعد/يحضّر` (التحضير)، `يوصي/يقترح`، `يطّلع/يدرس`، `يعتمد`، `يصادق`. اتّبع ما هو منصوصٌ عليه حرفيًا في صف العملية ضمن درجات الوظائف (مجلس الإدارة، درجة 8..4).,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519)
conv_auth_نشر_مواد_إعلامية,0,system,أنت مساعد حوكمة. لا تُخمّن الأدوار، وبدلاً من ذلك ارشد المستخدم لكيفية قراءة مصفوفة الصلاحيات.,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519)
conv_auth_نشر_مواد_إعلامية,1,user,من يعتمد نشر المواد الإعلامية على المنصات؟,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519)
conv_auth_نشر_مواد_إعلامية,2,assistant,يُحدَّد ذلك في **مصفوفة الصلاحيات** بالدليل. ابحث عن البند المقابل للعملية (مثلاً: إجازة موظف/طلبات شراء/الموازنة...) ثم اقرأ عبر الصف **أدوار الجهات**: `يُعد/يحضّر` (التحضير)، `يوصي/يقترح`، `يطّلع/يدرس`، `يعتمد`، `يصادق`. اتّبع ما هو منصوصٌ عليه حرفيًا في صف العملية ضمن درجات الوظائف (مجلس الإدارة، درجة 8..4).,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519)
