conversation_id,turn_index,role,content,tags,source_section,content_normalized
conv_disc_31,1,user,ما المخالفة والعقوبات في **البند رقم 31** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 31** من جدول الجزاءات؟
conv_disc_31,2,assistant,يُرجى الرجوع إلى **البند رقم 31** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 31** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_32,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_32,1,user,ما المخالفة والعقوبات في **البند رقم 32** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 32** من جدول الجزاءات؟
conv_disc_32,2,assistant,يُرجى الرجوع إلى **البند رقم 32** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 32** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_33,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_33,1,user,ما المخالفة والعقوبات في **البند رقم 33** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 33** من جدول الجزاءات؟
conv_disc_33,2,assistant,يُرجى الرجوع إلى **البند رقم 33** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 33** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_34,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_34,1,user,ما المخالفة والعقوبات في **البند رقم 34** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 34** من جدول الجزاءات؟
conv_disc_34,2,assistant,يُرجى الرجوع إلى **البند رقم 34** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 34** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_35,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_35,1,user,ما المخالفة والعقوبات في **البند رقم 35** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 35** من جدول الجزاءات؟
conv_disc_35,2,assistant,يُرجى الرجوع إلى **البند رقم 35** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 35** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_36,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_36,1,user,ما المخالفة والعقوبات في **البند رقم 36** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 36** من جدول الجزاءات؟
conv_disc_36,2,assistant,يُرجى الرجوع إلى **البند رقم 36** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 36** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_37,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_37,1,user,ما المخالفة والعقوبات في **البند رقم 37** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 37** من جدول الجزاءات؟
conv_disc_37,2,assistant,يُرجى الرجوع إلى **البند رقم 37** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 37** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_38,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_38,1,user,ما المخالفة والعقوبات في **البند رقم 38** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 38** من جدول الجزاءات؟
conv_disc_38,2,assistant,يُرجى الرجوع إلى **البند رقم 38** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 38** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_39,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_39,1,user,ما المخالفة والعقوبات في **البند رقم 39** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 39** من جدول الجزاءات؟
conv_disc_39,2,assistant,يُرجى الرجوع إلى **البند رقم 39** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 39** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_40,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_40,1,user,ما المخالفة والعقوبات في **البند رقم 40** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 40** من جدول الجزاءات؟
conv_disc_40,2,assistant,يُرجى الرجوع إلى **البند رقم 40** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 40** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_41,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_41,1,user,ما المخالفة والعقوبات في **البند رقم 41** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 41** من جدول الجزاءات؟
conv_disc_41,2,assistant,يُرجى الرجوع إلى **البند رقم 41** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 41** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_42,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_42,1,user,ما المخالفة والعقوبات في **البند رقم 42** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 42** من جدول الجزاءات؟
conv_disc_42,2,assistant,يُرجى الرجوع إلى **البند رقم 42** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 42** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_43,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_43,1,user,ما المخالفة والعقوبات في **البند رقم 43** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 43** من جدول الجزاءات؟
conv_disc_43,2,assistant,يُرجى الرجوع إلى **البند رقم 43** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 43** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_44,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_44,1,user,ما المخالفة والعقوبات في **البند رقم 44** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 44** من جدول الجزاءات؟
conv_disc_44,2,assistant,يُرجى الرجوع إلى **البند رقم 44** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 44** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_45,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_45,1,user,ما المخالفة والعقوبات في **البند رقم 45** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 45** من جدول الجزاءات؟
conv_disc_45,2,assistant,يُرجى الرجوع إلى **البند رقم 45** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 45** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_auth_إجازة_موظف,0,system,أنت مساعد حوكمة. لا تُخمّن الأدوار، وبدلاً من ذلك ارشد المستخدم لكيفية قراءة مصفوفة الصلاحيات.,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519),انت مساعد حوكمة. لا تخمن الادوار، وبدلا من ذلك ارشد المستخدم لكيفية قراءة مصفوفة الصلاحيات.
conv_auth_إجازة_موظف,1,user,كيف أحدد من يوافق على إجازة موظف؟,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519),كيف احدد من يوافق علي اجازة موظف؟
conv_auth_إجازة_موظف,2,assistant,يُحدَّد ذلك في **مصفوفة الصلاحيات** بالدليل. ابحث عن البند المقابل للعملية (مثلاً: إجازة موظف/طلبات شراء/الموازنة...) ثم اقرأ عبر الصف **أدوار الجهات**: `يُعد/يحضّر` (التحضير)، `يوصي/يقترح`، `يطّلع/يدرس`، `يعتمد`، `يصادق`. اتّبع ما هو منصوصٌ عليه حرفيًا في صف العملية ضمن درجات الوظائف (مجلس الإدارة، درجة 8..4).,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519),يحدد ذلك في **مصفوفة الصلاحيات** بالدليل. ابحث عن البند المقابل للعملية (مثلا: اجازة موظف/طلبات شراء/الموازنة...) ثم اقرا عبر الصف **ادوار الجهات**: `يعد/يحضر` (التحضير)، `يوصي/يقترح`، `يطلع/يدرس`، `يعتمد`، `يصادق`. اتبع ما هو منصوص عليه حرفيا في صف العملية ضمن درجات الوظاءف (مجلس الادارة، درجة 8..4).
conv_auth_طلبات_الشراء,0,system,أنت مساعد حوكمة. لا تُخمّن الأدوار، وبدلاً من ذلك ارشد المستخدم لكيفية قراءة مصفوفة الصلاحيات.,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519),انت مساعد حوكمة. لا تخمن الادوار، وبدلا من ذلك ارشد المستخدم لكيفية قراءة مصفوفة الصلاحيات.
conv_auth_طلبات_الشراء,1,user,من الجهة المخولة بالموافقة على طلب الشراء؟,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519),من الجهة المخولة بالموافقة علي طلب الشراء؟
conv_auth_طلبات_الشراء,2,assistant,يُحدَّد ذلك في **مصفوفة الصلاحيات** بالدليل. ابحث عن البند المقابل للعملية (مثلاً: إجازة موظف/طلبات شراء/الموازنة...) ثم اقرأ عبر الصف **أدوار الجهات**: `يُعد/يحضّر` (التحضير)، `يوصي/يقترح`، `يطّلع/يدرس`، `يعتمد`، `يصادق`. اتّبع ما هو منصوصٌ عليه حرفيًا في صف العملية ضمن درجات الوظائف (مجلس الإدارة، درجة 8..4).,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519),يحدد ذلك في **مصفوفة الصلاحيات** بالدليل. ابحث عن البند المقابل للعملية (مثلا: اجازة موظف/طلبات شراء/الموازنة...) ثم اقرا عبر الصف **ادوار الجهات**: `يعد/يحضر` (التحضير)، `يوصي/يقترح`، `يطلع/يدرس`، `يعتمد`، `يصادق`. اتبع ما هو منصوص عليه حرفيا في صف العملية ضمن درجات الوظاءف (مجلس الادارة، درجة 8..4).
conv_auth_الموازنة_التقديرية,0,system,أنت مساعد حوكمة. لا تُخمّن الأدوار، وبدلاً من ذلك ارشد المستخدم لكيفية قراءة مصفوفة الصلاحيات.,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519),انت مساعد حوكمة. لا تخمن الادوار، وبدلا من ذلك ارشد المستخدم لكيفية قراءة مصفوفة الصلاحيات.
conv_auth_الموازنة_التقديرية,1,user,من يعتمد الموازنة التقديرية؟,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519),من يعتمد الموازنة التقديرية؟
conv_auth_الموازنة_التقديرية,2,assistant,يُحدَّد ذلك في **مصفوفة الصلاحيات** بالدليل. ابحث عن البند المقابل للعملية (مثلاً: إجازة موظف/طلبات شراء/الموازنة...) ثم اقرأ عبر الصف **أدوار الجهات**: `يُعد/يحضّر` (التحضير)، `يوصي/يقترح`، `يطّلع/يدرس`، `يعتمد`، `يصادق`. اتّبع ما هو منصوصٌ عليه حرفيًا في صف العملية ضمن درجات الوظائف (مجلس الإدارة، درجة 8..4).,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519),يحدد ذلك في **مصفوفة الصلاحيات** بالدليل. ابحث عن البند المقابل للعملية (مثلا: اجازة موظف/طلبات شراء/الموازنة...) ثم اقرا عبر الصف **ادوار الجهات**: `يعد/يحضر` (التحضير)، `يوصي/يقترح`، `يطلع/يدرس`، `يعتمد`، `يصادق`. اتبع ما هو منصوص عليه حرفيا في صف العملية ضمن درجات الوظاءف (مجلس الادارة، درجة 8..4).
conv_auth_تشكيل_لجنة_تحقيق,0,system,أنت مساعد حوكمة. لا تُخمّن الأدوار، وبدلاً من ذلك ارشد المستخدم لكيفية قراءة مصفوفة الصلاحيات.,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519),انت مساعد حوكمة. لا تخمن الادوار، وبدلا من ذلك ارشد المستخدم لكيفية قراءة مصفوفة الصلاحيات.
conv_auth_تشكيل_لجنة_تحقيق,1,user,من يملك صلاحية تشكيل لجنة تحقيق؟,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519),من يملك صلاحية تشكيل لجنة تحقيق؟
conv_auth_تشكيل_لجنة_تحقيق,2,assistant,يُحدَّد ذلك في **مصفوفة الصلاحيات** بالدليل. ابحث عن البند المقابل للعملية (مثلاً: إجازة موظف/طلبات شراء/الموازنة...) ثم اقرأ عبر الصف **أدوار الجهات**: `يُعد/يحضّر` (التحضير)، `يوصي/يقترح`، `يطّلع/يدرس`، `يعتمد`، `يصادق`. اتّبع ما هو منصوصٌ عليه حرفيًا في صف العملية ضمن درجات الوظائف (مجلس الإدارة، درجة 8..4).,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519),يحدد ذلك في **مصفوفة الصلاحيات** بالدليل. ابحث عن البند المقابل للعملية (مثلا: اجازة موظف/طلبات شراء/الموازنة...) ثم اقرا عبر الصف **ادوار الجهات**: `يعد/يحضر` (التحضير)، `يوصي/يقترح`، `يطلع/يدرس`، `يعتمد`، `يصادق`. اتبع ما هو منصوص عليه حرفيا في صف العملية ضمن درجات الوظاءف (مجلس الادارة، درجة 8..4).
conv_auth_ترقية_موظف,0,system,أنت مساعد حوكمة. لا تُخمّن الأدوار، وبدلاً من ذلك ارشد المستخدم لكيفية قراءة مصفوفة الصلاحيات.,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519),انت مساعد حوكمة. لا تخمن الادوار، وبدلا من ذلك ارشد المستخدم لكيفية قراءة مصفوفة الصلاحيات.
conv_auth_ترقية_موظف,1,user,من يعتمد قرار الترقية؟,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519),من يعتمد قرار الترقية؟
